image,ground_truth,base_pred,ft_pred,base_cer,ft_cer,base_wer,ft_wer,base_acc,ft_acc,base_precision,ft_precision,base_recall,ft_recall,base_f1,ft_f1
test_0006080.tif,VINYL,<i,"ih,",0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0011875.tif,MARVEL,| MARVEL,MARVEL,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0079832.tif,Difficult,“Difficult,Difficult,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0032397.tif,ANIMATE,‘ANDUE,ALAN,0.7142857142857143,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0065065.tif,within,“within,within,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0021247.tif,profkamhonlee,_profkamhonlee ‘,profkamhonlee,0.23076923076923078,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0088186.tif,txt,se,tot,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0043125.tif,FISH&,nn,fats,1.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0022139.tif,de,ae,de,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0072975.tif,entirely.,entisely.,entirely.,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0090833.tif,welchen,- welchen,Welchen,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0075145.tif,Senior,ate,Seller,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0101059.tif,starting,s starting 2,starting,0.5,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0
test_0067152.tif,-TRONDHEIM,- TRONDHEIM,-ARONDEEIM,0.1,0.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0013212.tif,Long-term,Longe,Long.em,0.4444444444444444,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0006777.tif,YORK.,by,SS,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0055428.tif,BONDVAN,/BONDVAN.,BONDVAN,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0006326.tif,Isles,y Isles,Isles,0.4,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0058818.tif,it,ej,it,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0039790.tif,your,heen,your,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0089256.tif,GLITTER,',OE,1.0,0.8571428571428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0050150.tif,Downloads,ss,Downisads,0.8888888888888888,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0043674.tif,De,hy,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0008303.tif,remains,t remains,remains,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0081459.tif,Contravenciones,<<!,Contandons,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0095185.tif,astonishing.,astoneig.,actonishing-,0.3333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0077632.tif,the,ithe,the,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0015434.tif,Trust.,eRe,TRUCE,0.8333333333333334,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0070958.tif,Leben,Se,het,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0084356.tif,All,H Alls,All,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0040960.tif,pant,ised,au,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0017318.tif,GEYSER,GEYSER,CEVSER,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test_0098768.tif,biscuit,i,A,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0080840.tif,SNILE,andte.,TAINC,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0059823.tif,Tech,neTech,Tech,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0100852.tif,OLD,afore,OLD,1.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0038720.tif,VODKA,“Tool |,VODKA,1.2,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0041082.tif,VOTED,Bt ens,T-,1.0,0.8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0023947.tif,pla,plq,ple,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0092845.tif,SHOS,of Ls,BLAS,1.0,0.75,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0093810.tif,AIR,Wa,AIR,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0056813.tif,Hospital.,n Hospital.,"Hopital,",0.2222222222222222,0.2222222222222222,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0
test_0036470.tif,CaLcom,SSO,Saiont,0.8333333333333334,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0021383.tif,shelf,P shelf,shelf,0.4,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0090565.tif,LAS,FLAS |,LAS,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0072772.tif,Floor,th Floor,floor,0.6,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0052034.tif,Juleøl,2 gat,ulead,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0084057.tif,your,your,your,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0081432.tif,D050010000000039255500,| posoromoonesnsem,Posgovoouwoogzsaho,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0081423.tif,FLATRON,_ FLATRON y,FLATRON,0.5714285714285714,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0
test_0019203.tif,selection,Selecta,selection,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0008868.tif,white,le white,white,0.6,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0066914.tif,☆NKS,BK,NK,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0086285.tif,liny,per,oy,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0031232.tif,PROVIDE,enon,PROVIDE,0.8571428571428571,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0011874.tif,SUREER,Se,SE,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0051452.tif,WITH,vs,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0101639.tif,EAGLEB,r,HARE,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0029166.tif,Dependable-,Derenantie,Dependabe-,0.5454545454545454,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0073251.tif,of,is,Oy,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0098533.tif,for,sort,for,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0068464.tif,NIKKA,al,OS,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0034532.tif,TRIPS,as\,TE,1.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0000671.tif,Tail,TD,lil,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0076369.tif,Coloring,Coloring.,Coloring,0.125,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0023915.tif,3D,roy,SD,1.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0093267.tif,shall,e shall,shall,0.4,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0096697.tif,"pleasure,",per,"plore,",0.6666666666666666,0.4444444444444444,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0006844.tif,with,eg,ith,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0035829.tif,FLAGSHIP,ikea,PLACA,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0093771.tif,1B,Wi,TH.,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0079347.tif,WOMEN,=a,SON,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0031041.tif,MISS,ere,MISS,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0040033.tif,OLDe,Ton!,OLDS,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0027438.tif,rinse-,~ wage 4,Tinse-,1.1666666666666667,0.16666666666666666,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0015836.tif,Windows,f,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0031214.tif,FRESH,Bi,CO,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0004524.tif,and,rand,2nd,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0101164.tif,ẨNGELES,penn,ANGELES,0.8571428571428571,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0087662.tif,And,as,a,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0039239.tif,White,har,Mhae,0.8,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0030182.tif,Summing,_ Summing,Summing,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0019456.tif,Foxcroft,ret,Focrot,0.75,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0089101.tif,LOU,3],TO,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0027175.tif,america,jamerica_,anerica,0.2857142857142857,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0026338.tif,MURDERED,Uno RED,MURDERED,0.5,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0030826.tif,sp8,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0061744.tif,Gomes,$ Gomes”,Comes,0.6,0.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0069360.tif,kg,Hg &,kg,1.5,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0070100.tif,New,1 New,New,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0069609.tif,MEANS,MEANS,MEANS,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0012309.tif,AND,Ny,A,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0010649.tif,AM,2 AM,AM,1.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0078631.tif,world,5 wirle,aorida,0.8,0.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0086616.tif,Berling,Tevtingg,berling,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0063526.tif,mitjanit,/mitjanit,mitjanit,0.125,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0033655.tif,FREE,Ff,A,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0028973.tif,ONE,ONE (,ONE,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0002963.tif,age,<=,age,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0047239.tif,BENQ,Beng.,Beno,0.5,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0009551.tif,Southern,ae,SATHTCNT,0.875,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0051717.tif,HANGMAN,“HANGMAN™,HANGMAN,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0097309.tif,desired;,este,desired,0.625,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0035274.tif,H.R.H,wet),JLR-H,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0046935.tif,GIN,jor,XN,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0096129.tif,"B1),",i,BS,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0074934.tif,'bollox',1 ‘bollox’,bollox,0.5,0.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0091291.tif,possession,"""possession",possession,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0080737.tif,mimbres,ens,mimbres,0.8571428571428571,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0055060.tif,DIME·,j,I,1.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0025747.tif,14°C,ac |,T14c,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0076899.tif,tos,post,fog,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0077522.tif,To,To,To,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0053241.tif,REF,to,AN,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0072945.tif,VIN,Dvn,Vis,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0055022.tif,BLOCKED,—,Eteeme,1.0,0.8571428571428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0097557.tif,Mise,> Mi,Mise,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0060152.tif,BIÉRE,HAS,BERS,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0004798.tif,hummel,hae,husd,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0037722.tif,Shardayyy,| Shasdaggy 7,Shaviagin,0.7777777777777778,0.5555555555555556,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0043047.tif,and,t andt,and,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0057549.tif,Big,Bi,Da,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0083733.tif,confugiant,i confugianty,confugiant,0.3,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0061326.tif,mode).,“i,a,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0054816.tif,WITH,i,ITE,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0094882.tif,Appears,ns Appears,Appears,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0014940.tif,"Smooth,",si,"noch,",0.8571428571428571,0.5714285714285714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0008297.tif,ENTHUSIASTS™,‘ENTHUSIASTS”,ENTHUSIASTS,0.16666666666666666,0.08333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0054023.tif,est.,so,SL.,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0086132.tif,the,"x,",Te,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0008135.tif,DU,ar,DU,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0005178.tif,OPTIM,Son,TIL,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0045611.tif,(or,‘ae,a,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0075680.tif,Distilled,~ ot,Ditlled,0.8888888888888888,0.2222222222222222,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0088943.tif,Patent,Patent,Patent,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0048226.tif,NO!,"Wi’,",II,1.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0102725.tif,operation,operation,operation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0026964.tif,GAME,ESAT,SGADS,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0037596.tif,AN,ANA,AN,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0006906.tif,picture,star,picture,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0034689.tif,HTC,a,TE,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0007398.tif,en,aenv,en,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0007282.tif,sá,asi,sa,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0055366.tif,much,uch,much,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0054654.tif,CocaCola,',,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0068096.tif,.L,=,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0098782.tif,price,| of,an,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0090858.tif,"Patromentaschen,","=, paweane,","Palronentauchen:,",0.75,0.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0049137.tif,TUNE,ia,TORE,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0032270.tif,is,he,te,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0063254.tif,CENTER,“CENTER,CENTER,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0019174.tif,Sandwiches,se,Sarauches,0.8,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0035636.tif,king,being |,King,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0093041.tif,Bill,Bill,Bill,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0049098.tif,HBC,Siti,ABC,1.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0087996.tif,diuers,aos,a,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0000100.tif,129px,"""129pxf",129DX,0.4,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0073515.tif,✓Great,_aesty,Great,0.8333333333333334,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0047489.tif,Richard,“Righard|,Righard,0.42857142857142855,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0034889.tif,Longin,toe,Lona,0.8333333333333334,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0015426.tif,YOUR,y YOURS,YOURT,0.75,0.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0068602.tif,WiFi,atWirTh,WF,1.25,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0062821.tif,TYLENOL®,Tenor,ENO,0.5,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0030258.tif,making,ting,making,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0081116.tif,you,) yous,you,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0067752.tif,lenta,oo,ata,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0050943.tif,POCHECA,er,OL,0.8571428571428571,0.8571428571428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0008676.tif,asics,Pans,RES,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0028572.tif,3D,aps,BaD!,1.5,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0092894.tif,Editim),eo,Se,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0029644.tif,by,1,bay,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0042001.tif,Broad,‘proad,Broad,0.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0003326.tif,that,that,that,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0015561.tif,·CORNISH,e&,CE,1.0,0.875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0038801.tif,NEW!,Seer,NEEWWIW,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0049387.tif,FOR,“cor |,FOR,1.3333333333333333,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0088432.tif,and,cand,and,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0024285.tif,McNAB,pMcMAB,MENAR,0.4,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0045748.tif,ing.,—,ing,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0035538.tif,HAeK,=,A,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0015877.tif,CERTIFIED,TN,SERTFED,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0066507.tif,ALA,—,Se,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0023935.tif,QUe,gue,Ale,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0049268.tif,American,CAmerican’,Cimerican,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0061657.tif,VII,i),IIT,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0083629.tif,vt,evta,svt,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0069655.tif,LIARS,sf,TE,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0069280.tif,PEN,y2,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0041837.tif,OZ,War,02,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0077321.tif,NOT,TOKE,NOT,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0020606.tif,P7,7,P7,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0059732.tif,over,Lover,over,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
